:START_ID;:END_ID;corresponding_author:boolean;:TYPE
Jacob Boerma;1054878;False;WRITTEN_BY
Jinghan Hu;1054878;False;WRITTEN_BY
Rory Zhao;1054878;False;WRITTEN_BY
Xintong Wang;1054878;False;WRITTEN_BY
Zilei Shao;1054878;False;WRITTEN_BY
Frieda Rong;1054879;True;WRITTEN_BY
Max Kleiman-Weiner;1054879;False;WRITTEN_BY
Kellen Kanarios;1054880;True;WRITTEN_BY
Lei Ying 0001;1054880;False;WRITTEN_BY
Qining Zhang;1054880;False;WRITTEN_BY
Seungki Min;1054881;True;WRITTEN_BY
Woojin Jeong;1054881;False;WRITTEN_BY
A. Rupam Mahmood;1054882;True;WRITTEN_BY
Clare Lyle;1054882;False;WRITTEN_BY
Mohamed Elsayed 0003;1054882;False;WRITTEN_BY
Qingfeng Lan;1054882;False;WRITTEN_BY
Mhairi Dunion;1054883;True;WRITTEN_BY
Stefano V. Albrecht;1054883;False;WRITTEN_BY
Audrey Huang;1054884;True;WRITTEN_BY
Marek Petrik;1054884;False;WRITTEN_BY
Mohammad Ghavamzadeh;1054884;False;WRITTEN_BY
Nan Jiang 0008;1054884;False;WRITTEN_BY
Adam White 0001;1054885;True;WRITTEN_BY
Andrew Patterson;1054885;False;WRITTEN_BY
Martha White;1054885;False;WRITTEN_BY
Parham Mohammad Panahi;1054885;False;WRITTEN_BY
Nicolas Thome;1054886;True;WRITTEN_BY
Olivier Sigaud;1054886;False;WRITTEN_BY
Zakariae El Asri;1054886;False;WRITTEN_BY
Jacob Beck;1054887;True;WRITTEN_BY
Matthew Thomas Jackson;1054887;False;WRITTEN_BY
Risto Vuorio;1054887;False;WRITTEN_BY
Shimon Whiteson;1054887;False;WRITTEN_BY
Zheng Xiong;1054887;False;WRITTEN_BY
Alexandre Arnold;1054888;True;WRITTEN_BY
Benjamin Devillers;1054888;False;WRITTEN_BY
Léopold Maytié;1054888;False;WRITTEN_BY
Rufin VanRullen;1054888;False;WRITTEN_BY
Gintare Karolina Dziugaite;1054889;True;WRITTEN_BY
Jakob Nicolaus Foerster;1054889;False;WRITTEN_BY
Johan S. Obando-Ceron;1054889;False;WRITTEN_BY
Pablo Samuel Castro;1054889;False;WRITTEN_BY
Timon Willi;1054889;False;WRITTEN_BY
A. Rupam Mahmood;1054890;True;WRITTEN_BY
Doina Precup;1054890;False;WRITTEN_BY
Haque Ishfaq;1054890;False;WRITTEN_BY
Jianfeng Lu;1054890;False;WRITTEN_BY
Pan Xu 0002;1054890;False;WRITTEN_BY
Qingfeng Lan;1054890;False;WRITTEN_BY
Yixin Tan;1054890;False;WRITTEN_BY
Yu Yang 0019;1054890;False;WRITTEN_BY
Adam White 0001;1054891;True;WRITTEN_BY
Edan Meyer;1054891;False;WRITTEN_BY
Marlos C. Machado;1054891;False;WRITTEN_BY
Jinzhao Li;1054892;True;WRITTEN_BY
Nan Jiang 0012;1054892;False;WRITTEN_BY
Yexiang Xue;1054892;False;WRITTEN_BY
Fabian Otto;1054893;True;WRITTEN_BY
Gerhard Neumann;1054893;False;WRITTEN_BY
Philipp Becker;1054893;False;WRITTEN_BY
Sebastian Mossburger;1054893;False;WRITTEN_BY
Cyrus Cousins;1054894;True;WRITTEN_BY
Elita A. Lobo;1054894;False;WRITTEN_BY
Kavosh Asadi;1054894;False;WRITTEN_BY
Michael Littman 0002;1054894;False;WRITTEN_BY
Qiaomin Xie;1054895;True;WRITTEN_BY
Yixuan Zhang;1054895;False;WRITTEN_BY
Amir-massoud Farahmand;1054896;True;WRITTEN_BY
Claas Voelcker;1054896;False;WRITTEN_BY
Igor Gilitschenski;1054896;False;WRITTEN_BY
Tyler Kastner;1054896;False;WRITTEN_BY
Fuchun Sun 0001;1054897;True;WRITTEN_BY
Tianying Ji;1054897;False;WRITTEN_BY
Xianyuan Zhan;1054897;False;WRITTEN_BY
Yu Luo;1054897;False;WRITTEN_BY
Anurag Aribandi;1054898;True;WRITTEN_BY
Connor Mattson;1054898;False;WRITTEN_BY
Daniel S. Brown;1054898;False;WRITTEN_BY
Aditya Kapoor;1054899;True;WRITTEN_BY
Benjamin Freed;1054899;False;WRITTEN_BY
Howie Choset;1054899;False;WRITTEN_BY
Jeff Schneider 0001;1054899;False;WRITTEN_BY
Bernd Frauenknecht;1054900;True;WRITTEN_BY
Emma Cramer;1054900;False;WRITTEN_BY
Ramil Sabirov;1054900;False;WRITTEN_BY
Sebastian Trimpe;1054900;False;WRITTEN_BY
Abdulaziz Almuzairee;1054901;True;WRITTEN_BY
Henrik I. Christensen;1054901;False;WRITTEN_BY
Nicklas Hansen 0001;1054901;False;WRITTEN_BY
Christopher K. Zeitler;1054902;True;WRITTEN_BY
John Schierman;1054902;False;WRITTEN_BY
Kristina Miller;1054902;False;WRITTEN_BY
Mahesh Viswanathan 0001;1054902;False;WRITTEN_BY
Sayan Mitra 0001;1054902;False;WRITTEN_BY
Daniel S. Brown;1054903;True;WRITTEN_BY
Gersi Doko;1054903;False;WRITTEN_BY
Guang Yang;1054903;False;WRITTEN_BY
Marek Petrik;1054903;False;WRITTEN_BY
Han Wang;1054904;True;WRITTEN_BY
Pascal Poupart;1054904;False;WRITTEN_BY
Philip Torr 0001;1054904;False;WRITTEN_BY
Yangchen Pan;1054904;False;WRITTEN_BY
Yudong Luo;1054904;False;WRITTEN_BY
He Wang 0017;1054905;True;WRITTEN_BY
Laixi Shi;1054905;False;WRITTEN_BY
Yuejie Chi;1054905;False;WRITTEN_BY
Alberto Maria Metelli;1054906;True;WRITTEN_BY
Gianluca Drappo;1054906;False;WRITTEN_BY
Marcello Restelli;1054906;False;WRITTEN_BY
Andoni Rodríguez;1054907;True;WRITTEN_BY
César Sánchez 0001;1054907;False;WRITTEN_BY
Davide Corsi;1054907;False;WRITTEN_BY
Guy Amir;1054907;False;WRITTEN_BY
Guy Katz;1054907;False;WRITTEN_BY
Roy Fox;1054907;False;WRITTEN_BY
Kevin Tan;1054908;True;WRITTEN_BY
Ziping Xu;1054908;False;WRITTEN_BY
Kris De Asis;1054909;True;WRITTEN_BY
Richard S. Sutton;1054909;False;WRITTEN_BY
Benjamin Van Roy;1054910;True;WRITTEN_BY
Shi Dong 0003;1054910;False;WRITTEN_BY
Wanqiao Xu;1054910;False;WRITTEN_BY
Georgy Antonov;1054911;True;WRITTEN_BY
Peter Dayan;1054911;False;WRITTEN_BY
Emma Cramer;1054912;True;WRITTEN_BY
Holger H. Hoos;1054912;False;WRITTEN_BY
Julian Dierkes;1054912;False;WRITTEN_BY
Sebastian Trimpe;1054912;False;WRITTEN_BY
André Biedenkapp;1054913;True;WRITTEN_BY
Karim Farid;1054913;False;WRITTEN_BY
Raghu Rajan;1054913;False;WRITTEN_BY
Sai Prasanna;1054913;False;WRITTEN_BY
Jeremy McMahan;1054914;True;WRITTEN_BY
Jerry Zhu;1054914;False;WRITTEN_BY
Qiaomin Xie;1054914;False;WRITTEN_BY
Young Wu;1054914;False;WRITTEN_BY
Yudong Chen 0001;1054914;False;WRITTEN_BY
Arsalan Sharifnassab;1054915;True;WRITTEN_BY
Khurram Javed;1054915;False;WRITTEN_BY
Richard S. Sutton;1054915;False;WRITTEN_BY
Daphne Cornelisse;1054916;True;WRITTEN_BY
Eugene Vinitsky;1054916;False;WRITTEN_BY
Abhishek Naik;1054917;True;WRITTEN_BY
Manan Tomar;1054917;False;WRITTEN_BY
Richard S. Sutton;1054917;False;WRITTEN_BY
Yi Wan 0004;1054917;False;WRITTEN_BY
Aaron C. Courville;1054918;True;WRITTEN_BY
Juan Agustin Duque;1054918;False;WRITTEN_BY
Milad Aghajohari;1054918;False;WRITTEN_BY
Shunichi Akatsuka;1054918;False;WRITTEN_BY
Tim Cooijmans;1054918;False;WRITTEN_BY
Georg Martius;1054919;True;WRITTEN_BY
Jin Cheng 0002;1054919;False;WRITTEN_BY
Marin Vlastelica;1054919;False;WRITTEN_BY
Pavel Kolev;1054919;False;WRITTEN_BY
Elaine Short;1054920;True;WRITTEN_BY
James Staley;1054920;False;WRITTEN_BY
Shivam Goel;1054920;False;WRITTEN_BY
Yash Shukla;1054920;False;WRITTEN_BY
Aaron C. Courville;1054921;True;WRITTEN_BY
Johan S. Obando-Ceron;1054921;False;WRITTEN_BY
João Guilherme Madeira Araújo;1054921;False;WRITTEN_BY
Pablo Samuel Castro;1054921;False;WRITTEN_BY
Kaushik Subramanian;1054922;True;WRITTEN_BY
Kenta Kawamoto;1054922;False;WRITTEN_BY
Miguel Vasco;1054922;False;WRITTEN_BY
Peter R. Wurman;1054922;False;WRITTEN_BY
Peter Stone 0001;1054922;False;WRITTEN_BY
Takuma Seno;1054922;False;WRITTEN_BY
Benjamin Freed;1054923;True;WRITTEN_BY
Howie Choset;1054923;False;WRITTEN_BY
Jeff Schneider 0001;1054923;False;WRITTEN_BY
Roberto Calandra;1054923;False;WRITTEN_BY
Thomas Wei;1054923;False;WRITTEN_BY
Alberto Maria Metelli;1054924;True;WRITTEN_BY
Giorgio Manganini;1054924;False;WRITTEN_BY
Marcello Restelli;1054924;False;WRITTEN_BY
Matteo Papini;1054924;False;WRITTEN_BY
Anthony Corso 0001;1054925;True;WRITTEN_BY
Jef Caers;1054925;False;WRITTEN_BY
Mykel J. Kochenderfer;1054925;False;WRITTEN_BY
Robert J. Moss;1054925;False;WRITTEN_BY
Jan de Priester;1054926;True;WRITTEN_BY
Prashant Ganesh;1054926;False;WRITTEN_BY
Ricardo G. Sanfelice;1054926;False;WRITTEN_BY
Zachary I. Bell;1054926;False;WRITTEN_BY
Allan Zhou;1054927;True;WRITTEN_BY
Aravind Rajeswaran;1054927;False;WRITTEN_BY
Chelsea Finn;1054927;False;WRITTEN_BY
Vikash Kumar;1054927;False;WRITTEN_BY
Jonathan D. Chang;1054928;True;WRITTEN_BY
Kianté Brantley;1054928;False;WRITTEN_BY
Owen Oertell;1054928;False;WRITTEN_BY
Wen Sun 0002;1054928;False;WRITTEN_BY
Yiyi Zhang;1054928;False;WRITTEN_BY
Anisha Singrodia;1054929;True;WRITTEN_BY
Cassandra Kent;1054929;False;WRITTEN_BY
Eric Eaton;1054929;False;WRITTEN_BY
Jorge A. Mendez;1054929;False;WRITTEN_BY
Marcel Hussing;1054929;False;WRITTEN_BY
Anant Raj;1054930;True;WRITTEN_BY
Matin Aghaei;1054930;False;WRITTEN_BY
Michael Lu;1054930;False;WRITTEN_BY
Sharan Vaswani;1054930;False;WRITTEN_BY
Jacob Adamczyk;1054931;True;WRITTEN_BY
Rahul V. Kulkarni;1054931;False;WRITTEN_BY
Stas Tiomkin;1054931;False;WRITTEN_BY
Volodymyr Makarenko;1054931;False;WRITTEN_BY
Johannes Ackermann;1054932;True;WRITTEN_BY
Masashi Sugiyama;1054932;False;WRITTEN_BY
Takayuki Osa;1054932;False;WRITTEN_BY
Carlo D'Eramo;1054933;True;WRITTEN_BY
Mahdi Kallel;1054933;False;WRITTEN_BY
Oliver Järnefelt;1054933;False;WRITTEN_BY
Anikait Singh;1054934;True;WRITTEN_BY
Aviral Kumar;1054934;False;WRITTEN_BY
Chelsea Finn;1054934;False;WRITTEN_BY
Ilya Kostrikov;1054934;False;WRITTEN_BY
Jiajun Wu 0001;1054934;False;WRITTEN_BY
Kyle Beltran Hatch;1054934;False;WRITTEN_BY
Laura Smith 0001;1054934;False;WRITTEN_BY
Philip J. Ball;1054934;False;WRITTEN_BY
Philippe Hansen-Estruch;1054934;False;WRITTEN_BY
Rafael Rafailov;1054934;False;WRITTEN_BY
Sergey Levine;1054934;False;WRITTEN_BY
Victor Kolev;1054934;False;WRITTEN_BY
Adriana Hugessen;1054935;True;WRITTEN_BY
Faisal Mohamed;1054935;False;WRITTEN_BY
Glen Berseth;1054935;False;WRITTEN_BY
Roger Creus Castanyer;1054935;False;WRITTEN_BY
Angela Langdon;1054936;True;WRITTEN_BY
Nadav Amir;1054936;False;WRITTEN_BY
Yael Niv;1054936;False;WRITTEN_BY
A. Rupam Mahmood;1054937;True;WRITTEN_BY
Fahim Shahriar;1054937;False;WRITTEN_BY
Gautham Vasan;1054937;False;WRITTEN_BY
James Bergstra;1054937;False;WRITTEN_BY
Martin Jägersand;1054937;False;WRITTEN_BY
Yan Wang;1054937;False;WRITTEN_BY
Adam Labiosa;1054938;True;WRITTEN_BY
John U. Balis;1054938;False;WRITTEN_BY
Josiah P. Hanna;1054938;False;WRITTEN_BY
Nicholas E. Corrado;1054938;False;WRITTEN_BY
Yuxiao Qu;1054938;False;WRITTEN_BY
Amin Rakhsha;1054939;True;WRITTEN_BY
Amir-massoud Farahmand;1054939;False;WRITTEN_BY
Mark Bedaywi;1054939;False;WRITTEN_BY
Adam Jelley;1054940;True;WRITTEN_BY
Amos J. Storkey;1054940;False;WRITTEN_BY
Stefano V. Albrecht;1054940;False;WRITTEN_BY
Trevor McInroe;1054940;False;WRITTEN_BY
Akansha Kalra;1054941;True;WRITTEN_BY
Daniel S. Brown;1054941;False;WRITTEN_BY
Kazuhiro Ota;1054942;True;WRITTEN_BY
Kenshi Abe;1054942;False;WRITTEN_BY
Peinan Zhang;1054942;False;WRITTEN_BY
Tetsuro Morimura;1054942;False;WRITTEN_BY
Lawson L. S. Wong;1054943;True;WRITTEN_BY
Linfeng Zhao;1054943;False;WRITTEN_BY
Bin Hu;1054944;True;WRITTEN_BY
Bin Liu 0022;1054944;False;WRITTEN_BY
Chenyang Zhao;1054944;False;WRITTEN_BY
Pu Zhang;1054944;False;WRITTEN_BY
Yuanhang Yang;1054944;False;WRITTEN_BY
Zenglin Xu;1054944;False;WRITTEN_BY
Zihao Zhou;1054944;False;WRITTEN_BY
Armin Karamzade;1054945;True;WRITTEN_BY
Kyungmin Kim 0002;1054945;False;WRITTEN_BY
Montek Kalsi;1054945;False;WRITTEN_BY
Roy Fox;1054945;False;WRITTEN_BY
Adam Wierman;1054946;True;WRITTEN_BY
Kishan Panaganti;1054946;False;WRITTEN_BY
Laixi Shi;1054946;False;WRITTEN_BY
Yanan Sui;1054946;False;WRITTEN_BY
Yisong Yue;1054946;False;WRITTEN_BY
Zhengfei Zhang;1054946;False;WRITTEN_BY
Barbara E. Engelhardt;1054947;True;WRITTEN_BY
Finale Doshi-Velez;1054947;False;WRITTEN_BY
Jiayu Yao;1054947;False;WRITTEN_BY
Weiwei Pan;1054947;False;WRITTEN_BY
Amir-massoud Farahmand;1054948;True;WRITTEN_BY
Claas Voelcker;1054948;False;WRITTEN_BY
Eric Eaton;1054948;False;WRITTEN_BY
Igor Gilitschenski;1054948;False;WRITTEN_BY
Marcel Hussing;1054948;False;WRITTEN_BY
Aurghya Maiti;1054949;True;WRITTEN_BY
Gaurav Sinha 0001;1054949;False;WRITTEN_BY
Rahul Madhavan;1054949;False;WRITTEN_BY
Siddharth Barman;1054949;False;WRITTEN_BY
Aravind Rajeswaran;1054950;True;WRITTEN_BY
Igor Mordatch;1054950;False;WRITTEN_BY
Kourosh Hakhamaneshi;1054950;False;WRITTEN_BY
Philipp Wu;1054950;False;WRITTEN_BY
Pieter Abbeel;1054950;False;WRITTEN_BY
Yuqing Du;1054950;False;WRITTEN_BY
Ann Nowé;1054951;True;WRITTEN_BY
Diederik M. Roijers;1054951;False;WRITTEN_BY
Eugenio Bargiacchi;1054951;False;WRITTEN_BY
Frans A. Oliehoek;1054951;False;WRITTEN_BY
Raphaël Avalos;1054951;False;WRITTEN_BY
Shin Ishii;1054952;True;WRITTEN_BY
Soichiro Nishimori;1054952;False;WRITTEN_BY
Sotetsu Koyamada;1054952;False;WRITTEN_BY
Changling Li;1054953;True;WRITTEN_BY
Divyansh Garg;1054953;False;WRITTEN_BY
Joni Pajarinen;1054953;False;WRITTEN_BY
Pulkit Agrawal 0001;1054953;False;WRITTEN_BY
Zhang-Wei Hong;1054953;False;WRITTEN_BY
Duilio Cirino;1054954;True;WRITTEN_BY
Marcello Restelli;1054954;False;WRITTEN_BY
Mirco Mutti;1054954;False;WRITTEN_BY
Riccardo Zamboni;1054954;False;WRITTEN_BY
Adrien Bolland;1054955;True;WRITTEN_BY
Damien Ernst;1054955;False;WRITTEN_BY
Gaspard Lambrechts;1054955;False;WRITTEN_BY
Brett Daley;1054956;True;WRITTEN_BY
Marlos C. Machado;1054956;False;WRITTEN_BY
Martha White;1054956;False;WRITTEN_BY
Ankur Moitra;1054957;True;WRITTEN_BY
Noah Golowich;1054957;False;WRITTEN_BY
Frans A. Oliehoek;1054958;True;WRITTEN_BY
Matthijs T. J. Spaan;1054958;False;WRITTEN_BY
Miguel Suau;1054958;False;WRITTEN_BY
Chen Tang 0001;1054959;True;WRITTEN_BY
Chenran Li;1054959;False;WRITTEN_BY
Jinning Li 0002;1054959;False;WRITTEN_BY
Masayoshi Tomizuka;1054959;False;WRITTEN_BY
Thomas Tian;1054959;False;WRITTEN_BY
Wei Zhan;1054959;False;WRITTEN_BY
Yuxin Chen;1054959;False;WRITTEN_BY
A. Rupam Mahmood;1054960;True;WRITTEN_BY
Qingfeng Lan;1054960;False;WRITTEN_BY
Shuicheng Yan;1054960;False;WRITTEN_BY
Zhongwen Xu;1054960;False;WRITTEN_BY
Dhawal Gupta;1054961;True;WRITTEN_BY
Kartik Choudhary;1054961;False;WRITTEN_BY
Philip S. Thomas;1054961;False;WRITTEN_BY
Anna Harutyunyan;1054962;True;WRITTEN_BY
David Abel;1054962;False;WRITTEN_BY
Mark K. Ho;1054962;False;WRITTEN_BY
Adam White 0001;1054963;True;WRITTEN_BY
Andrew Patterson;1054963;False;WRITTEN_BY
Martha White;1054963;False;WRITTEN_BY
Raksha Kumaraswamy;1054963;False;WRITTEN_BY
Samuel Neumann;1054963;False;WRITTEN_BY
Bjarne Gregori;1054964;True;WRITTEN_BY
Jannis Blüml;1054964;False;WRITTEN_BY
Kristian Kersting;1054964;False;WRITTEN_BY
Quentin Delfosse;1054964;False;WRITTEN_BY
Sebastian Sztwiertnia;1054964;False;WRITTEN_BY
Immanuel Trummer;1054965;True;WRITTEN_BY
Junxiong Wang;1054965;False;WRITTEN_BY
Kaiwen Wang;1054965;False;WRITTEN_BY
Nathan Kallus;1054965;False;WRITTEN_BY
Wen Sun 0002;1054965;False;WRITTEN_BY
Yueying Li;1054965;False;WRITTEN_BY
Alessandro Farinelli;1054966;True;WRITTEN_BY
Davide Camponogara;1054966;False;WRITTEN_BY
Davide Corsi;1054966;False;WRITTEN_BY
Alborz Geramifard;1054967;True;WRITTEN_BY
Rohan Chitnis;1054967;False;WRITTEN_BY
Shentao Yang;1054967;False;WRITTEN_BY
Bram M. Renting;1054968;True;WRITTEN_BY
Catholijn M. Jonker;1054968;False;WRITTEN_BY
Holger H. Hoos;1054968;False;WRITTEN_BY
Thomas M. Moerland;1054968;False;WRITTEN_BY
Motoki Omura;1054969;True;WRITTEN_BY
Takayuki Osa;1054969;False;WRITTEN_BY
Tatsuya Harada;1054969;False;WRITTEN_BY
Yusuke Mukuta;1054969;False;WRITTEN_BY
Anthony GX-Chen;1054970;True;WRITTEN_BY
Nicolas Carion;1054970;False;WRITTEN_BY
Vlad Sobal;1054970;False;WRITTEN_BY
Wancong Zhang;1054970;False;WRITTEN_BY
Yann LeCun;1054970;False;WRITTEN_BY
Ronald Parr;1054971;True;WRITTEN_BY
Sam Lobel;1054971;False;WRITTEN_BY
Amy Zhang 0001;1054972;True;WRITTEN_BY
Caleb Chuck;1054972;False;WRITTEN_BY
Kevin Black;1054972;False;WRITTEN_BY
Max Rudolph;1054972;False;WRITTEN_BY
Misha Lvovsky;1054972;False;WRITTEN_BY
Scott Niekum;1054972;False;WRITTEN_BY
Avanti Bhandarkar;1054973;True;WRITTEN_BY
Damon L. Woodard;1054973;False;WRITTEN_BY
Daniel E. Capecci;1054973;False;WRITTEN_BY
Olivia P. Dizon-Paradis;1054973;False;WRITTEN_BY
Stephen E. Wormald;1054973;False;WRITTEN_BY
Honghao Wei;1054974;True;WRITTEN_BY
Lei Ying 0001;1054974;False;WRITTEN_BY
Qining Zhang;1054974;False;WRITTEN_BY
George Konidaris 0001;1054975;True;WRITTEN_BY
Rafael Rodríguez-Sánchez 0002;1054975;False;WRITTEN_BY
Arash A. Amini;1054976;True;WRITTEN_BY
Shuang Wu;1054976;False;WRITTEN_BY
Alin Albu-Schäffer;1054977;True;WRITTEN_BY
Antonin Raffin;1054977;False;WRITTEN_BY
Freek Stulp;1054977;False;WRITTEN_BY
Jens Kober;1054977;False;WRITTEN_BY
João Silvério;1054977;False;WRITTEN_BY
Olivier Sigaud;1054977;False;WRITTEN_BY
Christopher Amato;1054978;True;WRITTEN_BY
Daniel Melcer;1054978;False;WRITTEN_BY
Stavros Tripakis;1054978;False;WRITTEN_BY
Benjamin Ellis;1054979;True;WRITTEN_BY
Cong Lu;1054979;False;WRITTEN_BY
Jakob Nicolaus Foerster;1054979;False;WRITTEN_BY
Matthew Thomas Jackson;1054979;False;WRITTEN_BY
Michael T. Matthews;1054979;False;WRITTEN_BY
Shimon Whiteson;1054979;False;WRITTEN_BY
Bart Verheecke;2973097;True;WRITTEN_BY
Davy Suvée;2973097;False;WRITTEN_BY
María Agustina Cibrán;2973097;False;WRITTEN_BY
Viviane Jonckers;2973097;False;WRITTEN_BY
Wim Vanderperren;2973097;False;WRITTEN_BY
Hongjian Fan;2973397;True;WRITTEN_BY
Kotagiri Ramamohanarao;2973397;False;WRITTEN_BY
David L. Martin 0001;2973912;True;WRITTEN_BY
Deborah L. McGuinness;2973912;False;WRITTEN_BY
Drew V. McDermott;2973912;False;WRITTEN_BY
Evren Sirin;2973912;False;WRITTEN_BY
Katia P. Sycara;2973912;False;WRITTEN_BY
Mark H. Burstein;2973912;False;WRITTEN_BY
Massimo Paolucci 0001;2973912;False;WRITTEN_BY
Naveen Srinivasan;2973912;False;WRITTEN_BY
Sheila A. McIlraith;2973912;False;WRITTEN_BY
Jeffrey Scott Vitter;2974983;True;WRITTEN_BY
Lipyeow Lim;2974983;False;WRITTEN_BY
Min Wang 0001;2974983;False;WRITTEN_BY
Ramesh C. Agarwal;2974983;False;WRITTEN_BY
Sriram Padmanabhan;2974983;False;WRITTEN_BY
Andrzej Cichocki;2975183;True;WRITTEN_BY
Dimitrios Georgakopoulos 0001;2975183;False;WRITTEN_BY
Donald Baker;2975183;False;WRITTEN_BY
Marian H. Nodine;2975183;False;WRITTEN_BY
Clement T. Yu;2975387;True;WRITTEN_BY
Hai He;2975387;False;WRITTEN_BY
Weiyi Meng;2975387;False;WRITTEN_BY
Yiyao Lu;2975387;False;WRITTEN_BY
Zonghuan Wu;2975387;False;WRITTEN_BY
Bing Liu 0001;2975616;True;WRITTEN_BY
Yanhong Zhai;2975616;False;WRITTEN_BY
Istvan Beszteri;2976010;True;WRITTEN_BY
Petri Vuorimaa;2976010;False;WRITTEN_BY
Fatih Gelgi;2976939;True;WRITTEN_BY
Hasan Davulcu;2976939;False;WRITTEN_BY
Srinivas Vadrevu;2976939;False;WRITTEN_BY
Daniel A. Menascé;2978160;True;WRITTEN_BY
Vasudeva Akula;2978160;False;WRITTEN_BY
Anis Charfi;2978393;True;WRITTEN_BY
Mira Mezini;2978393;False;WRITTEN_BY
Anne H. H. Ngu;2980395;True;WRITTEN_BY
Erich J. Neuhold;2980395;False;WRITTEN_BY
Masaru Kitsuregawa;2980395;False;WRITTEN_BY
Morgan Ericsson;2981392;True;WRITTEN_BY
Jean-Philippe Martin-Flatin;2981464;True;WRITTEN_BY
Welf Löwe;2981464;False;WRITTEN_BY
Mohammad Arif Ul Alam;3737999;True;WRITTEN_BY
Nilavra Pathak;3737999;False;WRITTEN_BY
Nirmalya Roy;3737999;False;WRITTEN_BY
Manuel Bautista Garcia;7990444;True;WRITTEN_BY
António A. Moreira;7990445;True;WRITTEN_BY
Manuel J. de S. Santos;7990445;False;WRITTEN_BY
Vânia Carlos;7990445;False;WRITTEN_BY
Tom Page;7990446;True;WRITTEN_BY
Diógines Goldoni;7990447;True;WRITTEN_BY
Helena Macedo Reis;7990447;False;WRITTEN_BY
Mateus Morial Carrascoso;7990447;False;WRITTEN_BY
Patrícia A. Jaques;7990447;False;WRITTEN_BY
Jane E. Sinclair;7990448;True;WRITTEN_BY
Russell Boyatt;7990448;False;WRITTEN_BY
Daniela Bartalesi-Graf;7990449;True;WRITTEN_BY
David N. O'Steen;7990449;False;WRITTEN_BY
João Filipe Matos;7990449;False;WRITTEN_BY
Nikoletta Agonács;7990449;False;WRITTEN_BY
Sean Duignan;7990450;True;WRITTEN_BY
Tony Hall;7990450;False;WRITTEN_BY
Antonio Sánchez-Mena;7990451;True;WRITTEN_BY
Enrique Navarro-Asencio;7990451;False;WRITTEN_BY
Sandra Gutiérrez Vega;7990451;False;WRITTEN_BY
Sara Redondo-Duarte;7990451;False;WRITTEN_BY
Arthur C. Graesser;7990452;True;WRITTEN_BY
Scotty D. Craig;7990452;False;WRITTEN_BY
Sidney K. D'Mello;7990452;False;WRITTEN_BY
Aimee Pernsteiner;7990453;True;WRITTEN_BY
D'Arcy Becker;7990453;False;WRITTEN_BY
Dawna Drum;7990453;False;WRITTEN_BY
Rafiza Abdul Razak;7990454;True;WRITTEN_BY
Siti Hajar Halili;7990454;False;WRITTEN_BY
Mohammad Kaisb Layous Alhasnawi;7990455;True;WRITTEN_BY
Salih Hajem Glood;7990455;False;WRITTEN_BY
